psraid,sample,lang,state,cregion,usr,form,sex,q1,marital,par,q2a,q2b,q2c,q2d,q2e,q2f,q2g,q2h,q2i,q2j,eminuse,intmob,home3nw,q3,act112,act107,act124,act125,act136,act135,fb1,fb2,fb3,ql1,smart1,cell1a,cell1b,cell1c,txtavg1,txtavg2,txtavg3,txtavg4,txtavg5,emlavg1,emlavg2,emlavg3,picavg1,picavg2,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q4h,q4i,q4j,q4k,q4l,q5,q6,q7a,q7b,q7c,q7d,q7e,q7f,q8,q9a,q9b,q9c,q9d,q9e,q9f,q10a,q10b,q10c,q10d,q10e,q10f,q10g,q11a,q11b,q11c,q11d,q11e,sns2a,sns2b,sns2c,sns2d,sns2e,fb4,fb5,fb6,fb7,fb8a,fb8b,fb8c,fb8d,fb8e,fb9a,fb9b,fb9c,fb9d,fb9e,fb9f,fb9g,fb9h,fb10a,fb10b,fb10c,fb10d,fb10e,fb10f,fb10g,fb10h,age,hh1,live2,educ2,emplnw,hisp,birth_hisp,race,inc,ql1a,ql2hh,qc1,qc2hh,zipcode,weight,standwt
202545,2,1,45,3,U,2,1,3,6,2,1,4,4,4,4,4,4,4,4,4,2,2, ,2, , , , , , , , , , ,2,2,2,2, , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,1, , , ,2,2,4,4,4, , , ,1,1,1,1, , ,4,1,4,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,47,1,2,1,6,2, ,2,1, , ,2, ,29405,4.6875,1.532488414
202551,2,1,29,2,S,2,2,2,5,2,3,4,3,1,2,4,1,1,4,3,2,2, ,1, , , , , , , , , , ,2,2,2,2, , , , , , , , , , ,4,4,4,4,4,1,4,4,4,4,4,4,2,2,4,3,4, , , ,8,2,2,8,4, , , ,3,1,5,8, , ,4,3,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,75,1,2,3,3,2, ,1,3, , ,2, ,64068,4.25,1.389456162
202556,2,1,55,2,R,2,2,2,3,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,2,2,1, , , , ,2,1,2,1,1, ,3,1, ,40, ,20, , ,2,2,2,2,4,1,4,4,4,4,4,4,2,2,4,2,2,3,4,1,2,2,2,2,2,2,2, ,1,1,1,1,1,2,3,1,1,3,2,5, , , ,2,350,1,5,5,6,2,3,3,5,1,1,2,1,2,1,2,1,1,2,1, ,2,2,2,2,56,1,4,6,1,2, ,1,6, , ,1,3,53538,1.15625,0.378013809
202557,2,1,20,2,U,2,2,3,1,2,2,2,3,1,1,4,1,1,3,4,1,2,1,2,2,1,2,2,2,1, , , , ,2,2,2,2, , , , , ,10, ,4,5, ,2,4,4,4,4,1,4,4,1,1,1,4,2,3,4,3,3,3, ,2,3,3,2,2,2,3, ,2,2,2,2,8,2, ,3,3,1,2,2, , , , ,1,500,2, , ,7,1,4,3,3,1,2,1,2,3,2,2,2,2,3,3, ,3,2,3,3,26,2,2,6,2,2, ,1,NA, , ,2, ,66049,4.6875,1.532488414
202567,2,1,39,2,S,2,2,1,1,2,3,3,3,3,1,3,1,1,2,3,1,2,1,2,2,2,2,2,1,1, , , , ,2,2,2,1,5, ,2,0, ,50, ,25, , ,2,4,4,4,2,1,4,4,1,2,2,1,2,2,1,2,4,4, ,4,3,4,1,2,2,4, ,2,2,2,2,2,2, ,3,2,1,2,3, , , ,5,2,40,2, , ,6,6,6,6,5,2,2,1,2,3,2,3,3,1,1,3, ,1,3,3,3,53,3,3,8,1,2, ,1,NA, , ,1,2,45036,2.4375,0.796893975
202576,2,1,45,3,S,2,1,2,2,2,3,4,2,1,1,4,1,1,3,4,1,1,1,2,2,2,2,2,2,2,2, , , ,1,1,1,1,50, ,8,4, ,10, ,6, , ,2,1,3,1,4,1,2,4,1,1,1,1,1,2,3,1,1, , ,1,4,1,2,1,1, , ,1,3,3,3,8, , ,3,3,1,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33,2,3,6,1,2, ,1,1, , ,1,1,29168,1.84375,0.602778776
202577,2,1,26,2,S,1,1,4,6,2,4,4,3,4,1,4,1,1,3,4,1,1,1,2,1,1,1,2,2,1, , , , ,1,1,1,1,75, ,2,0, ,6, ,2,3, ,1,4,1,4,4,1,4,4,4,2,4,4,3,2,4,2,3,2,2,2,3,2,2,2,2,2,2, ,2,2,2,2,2,2,1,1,1,1,1,1,1, , ,1,400,2, , ,2,1,4,3,1,3,2,2,2,2,2,2,2,3,3,3, ,3,3,3,3,18,2,2,3,4,2, ,1,4, , ,2, ,49117,4.5,1.471188877
202579,2,1,51,3,S,2,2,1,6,2,4,2,4,2,2,2,2,2,4,4,1,1,1,2,2,1,2,2,2,1, , , , ,1,1,1,1,10, ,20,1, ,30, ,15,1, ,4,4,4,4,4,4,4,4,4,4,4,2,2,2,3,3,3,1, ,4,2,4,4,4,4,4, , ,1,1,1,1,1, ,4,4,4,4,4, , , , ,1,900,2, , ,7,3,3,3,3,3,1,3,1,1,3,3,1,1,3,2, ,3,3,3,2,32,3,3,4,1,2, ,2,7, , ,1,1,22408,4.65625,1.522271825
202580,2,1,21,3,U,1,1,5,6,2,1,4,3,4,3,2,4,4,4,4,2,2, ,8, , , , , , , , , , ,2,2,2,2, , , , , , , , , , ,4,4,4,4,4,4,1,4,2,4,4,4,4,2,4,1,1, , , ,9,9,1,1,1, , , ,2,9,2,2, , ,2,4,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,57,5,5,3,5,2, ,2,2, , ,1,1,40211,4.0625,1.328156625
202587,2,1,6,4,U,1,2,2,2,2,3,1,2,1,1,3,1,1,2,3,1,1,1,2,2,2,2,2,2,2,2, , , ,1,1,1,1,25, ,15,5, ,5, ,4, , ,4,4,4,4,4,1,4,2,4,4,4,1,1,1,4,1,1, , ,1,1,1,1,1,1, , ,2,1,1,2,8, , ,4,4,1,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24,2,3,6,2,1,1,6,7, , ,2, ,90804,3.90625,1.277073678
202594,2,1,17,2,S,2,1,1,1,2,4,4,3,3,1,4,3,1,4,3,1,2,1,1,1,1,2,2,2,1, , , , ,2,2,2,1,0, ,5,0, ,7, ,7,1, ,4,1,1,4,2,4,1,1,4,1,2,4,3,3,3,3,4,4,4,4,2,2,2,2,2,4,4,1,2,2,2,8,8,8,4,2,2,4,2,2, , , ,5,20,2, , ,7,6,6,6,6,3,2,2,3,3,3,3,3,1,2,2, ,2,2,1,2,54,2,4,5,1,2, ,1,5, , ,1,2,61616,2.90625,0.950142817
202603,2,2,6,4,S,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1, , , , ,1,1,1,1,4, ,4,3, ,6, ,4, , ,4,4,4,2,4,4,1,4,4,4,4,2,2,2,3,2,2,4, ,2,2,1,1,2,4,2, ,2,2,2,2,2,2, ,4,2,2,2,3, , , , ,2,30,2, , ,6,7,6,6,6,1,2,2,2,2,1,2,1,1,1,1,1,1,2,3,2,50,5,2,3,1,1,3,1,5, , ,2, ,92841,5.71875,1.869635865
202605,2,1,55,2,R,1,1,4,1,2,2,1,4,1,1,4,2,1,4,3,1,1,1,2,2,2,2,2,2,2,2, , , ,1,2,2,1,6, ,2,2, ,2, ,2, , ,4,4,4,2,4,1,1,4,1,1,1,1,2,2,3,2,2, , ,4,1,2,2,2,2, , ,1,1,1,1,1, , ,3,4,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,56,2,5,3,3,2, ,1,6, , ,1,2,54801,2.65625,0.868410101
202608,2,1,21,3,U,1,1,3,1,1,2,4,3,1,1,4,1,1,4,4,1,1,1,2,2,2,2,2,1,1, , , , ,1,1,1,1,10, ,3,1, ,100, ,25, , ,1,4,4,4,4,4,4,4,4,1,4,4,1,1,4,3,3,3, ,1,4,2,2,1,2,2, ,1,1,1,2,8,2, ,2,4,3,2,2, , , ,5,5,100,2, , ,6,7,4,5,7,3,2,2,3,2,2,2,2,3,3,1,1,3,3,3,3,99,9,2,8,1,2, ,1,9, , ,1,1,40026,1.84375,0.602778776
202609,2,1,6,4,S,1,2,3,1,1,1,1,1,3,3,2,3,2,1,2,1,2,1,1,2,1,2,1,2,1, , , , ,2,2,2,1,10, ,2,0, ,0, , ,2, ,1,4,4,4,4,4,1,4,2,1,1,1,2,3,4,4,2,4, ,4,3,2,9,1,1,4, ,1,1,1,9,8,2, ,2,4,1,2,2, , ,2, ,4,120,2, , ,6,4,6,6,5,2,1,1,1,2,2,2,3,1,3,1,1,1,3,3,3,30,2,2,6,4,2, ,1,6, , ,1,1,92557,2.6875,0.878626691
202613,2,1,13,3,S,2,1,4,6,2,2,2,1,2,2,3,2,3,3,2,1,2,1,1,2,2,2,2,2,2,2, , , ,2,2,2,1,10, ,10,0, ,7, ,5, , ,1,2,1,3,3,1,4,3,4,1,1,3,1,1,4,1,1, , ,1,4,2,2,1,1, , , ,1,1,5,1, , ,4,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,1,1,4,3,2, ,1,1, , ,2, ,30319,6.0625,1.982018349
202616,2,2,6,4,U,2,1,4,3,1,3,2,4,1,2,2,1,2,4,2,2,2, ,2, , , , , , , , , , ,2,2,2,1,2, ,3,0, , , , , , ,2,4,4,2,4,2,2,4,4,2,1,2,4,2,3,3,3, , , ,1,1,2,2,2, , , ,8,2,2,2, , ,3,3,4,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,65,1,5,2,3,1,3,6,1, , ,2, ,92411,3.5625,1.164691195
202620,2,1,5,3,R,2,1,4,3,1,1,1,1,4,3,1,1,3,3,4,2,2, ,1, , , , , , , , , , ,2,2,2,2, , , , , , , , , , ,4,4,2,2,1,2,4,4,4,4,2,2,4,4,9,9,9, , , ,9,4,9,9,9, , , ,2,8,5,8, , ,4,4,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33,2,5,2,6,2, ,1,2, , ,1,3,72579,1.90625,0.623211955
202623,2,1,8,4,S,2,1,3,1,2,3,1,3,1,1,4,1,1,3,4,1,1,1,1,1,1,1,2,2,1, , , , ,1,1,1,1,15, ,3,1, ,5, ,5,3, ,1,4,2,4,4,1,4,4,4,2,1,4,2,2,4,1,3,4,4,4,3,3,2,3,2,3,3,1,1,1,2,2,1,1,4,3,3,4,3,2,4, , ,2,200,2, , ,3,2,2,3,5,2,1,2,2,3,2,2,3,2,3,3, ,3,3,2,3,27,2,2,5,1,2, ,1,5, , ,2, ,80439,5.1875,1.695953845
202626,2,1,8,4,S,1,2,1,3,2,3,4,3,1,1,4,2,1,3,3,1,1,1,2,2,1,2,1,2,1, , , , ,1,1,1,1,12, ,2,1, ,2, ,5,5, ,4,4,2,1,4,4,4,1,4,4,2,1,2,2,4,2,2,4, ,3,3,3,3,2,2,4, , ,1,1,1,1,1, ,3,2,1,2,2, , ,6, ,2,60,2, , ,5,2,2,2,5,1,2,1,2,3,3,2,3,1,3,3, ,1,3,3,3,37,2,2,8,1,2, ,1,9, , ,2, ,80403,4.53125,1.481405467
202632,2,1,17,2,S,2,1,1,1,2,3,4,3,1,3,3,1,1,2,3,1,1,1,2,2,1,2,2,2,2,2, , , ,1,1,1,1,1, ,1,0, ,0, , ,4, ,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,1,2, , ,1,1,1,9,1,1, , ,1,1,1,5,3, , ,4,9,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,66,2,5,8,3,2, ,1,NA, , ,1,2,60062,1.34375,0.439313345
202643,2,1,6,4,S,1,1,3,1,1,1,3,1,1,3,3,1,3,3,3,1,1,1,2,1,1,2,2,1,1, , , , ,1,1,1,1,20, ,10,1, ,10, ,5,5, ,2,4,1,2,4,1,1,4,4,2,2,1,2,2,2,1,3,1,4,1,2,2,2,1,2,4,4,2,2,2,2,8,8,8,4,4,2,2,2,6, , ,4,4,250,2, , ,6,4,6,6,6,1,1,1,1,3,1,3,1,3,3,3,1,3,3,3,3,40,2,2,5,1,2, ,1,9, , ,1,1,94513,3.65625,1.195340963
202646,2,1,6,4,U,2,2,1,6,1,2,1,1,1,2,2,1,2,2,8,2,2, ,1, , , , , , , , , , ,2,2,2,1,10, ,10,0, , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, , , ,9,3,3,3,3, , , ,8,8,8,8, , ,4,4,3,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49,4,2,2,1,1,3,1,7, , ,2, ,92704,5.40625,1.767469971
202651,2,2,6,4,S,1,2,3,1,2,2,3,2,2,1,3,4,2,2,4,2,1,1,2,2,2,2,2,2,2,2, , , ,2,2,2,1,10, ,2,0, ,0, , , , ,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,1,2, , ,2,3,3,3,3,3, , ,3,3,3,3,8, , ,4,3,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,2,2,1,4,1,3,1,2, , ,2, ,93270,3.96875,1.297506857
202652,2,1,5,3,R,1,2,1,1,2,2,2,2,1,2,1,2,1,3,1,2,2, ,1, , , , , , , , , , ,2,2,2,2, , , , , , , , , , ,1,4,4,4,4,4,4,4,4,4,4,4,1,1,4,1,4, , , ,4,2,8,1,1, , ,4,5,3,5,8, , ,4,4,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,72,2,4,3,3,2, ,4,2, , ,1,3,72560,2.4375,0.796893975
202654,2,1,49,4,S,2,1,4,6,2,1,1,1,2,3,1,2,2,1,2,1,1,1,1,2,1,2,2,1,1, , , , ,1,1,1,1,20, ,0,2, ,10, ,10,2, ,2,4,4,2,4,1,1,2,1,2,2,2,2,3,4,1,4,2, ,2,3,3,3,2,1,2, , ,2,1,1,1,1, ,1,2,2,1,1, , , ,6,4,3,1,9,98,5,7,6,6,5,1,2,1,3,3,2,1,3,2,1,1, ,1,1,3,3,32,2,2,8,1,1,1,1,2, , ,1,1,84065,1.5,0.490396292
202658,2,1,17,2,S,2,1,3,1,2,3,3,3,1,1,3,2,1,3,2,1,2,1,2,2,2,2,2,2,2,2, , , ,2,2,2,2, , , , , ,3, ,3, , ,4,4,4,4,4,1,4,4,4,4,4,4,1,2,2,2,2, , ,4,4,2,2,2,2, , ,1,1,1,3,8, , ,3,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,73,3,5,3,3,2, ,1,4, , ,1,3,60081,3.25,1.0625253
202660,2,1,27,2,R,1,1,2,1,1,3,3,4,1,1,8,4,1,4,4,2,2, ,2, , , , , , , , , , ,2,2,2,2, , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,1,2,3,4,4,4, , , ,2,3,4,4,3, , ,2,8,8,1,8, , ,3,3,4,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35,2,3,1,1,1,3,6,2, , ,2, ,55118,5.25,1.716387024
202662,2,1,49,4,S,1,1,1,1,1,3,3,2,1,1,3,1,2,3,4,1,1,1,2,1,1,2,1,1,1, , , , ,1,1,1,1,20, ,10,1, ,50, ,20,1, ,1,1,4,2,4,1,4,1,1,1,1,1,3,4,4,4,4,4,4,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,3,2,4, ,6,3,4,70,2, , ,7,4,4,7,7,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,3,51,2,4,8,1,2, ,1,8, , ,1,1,84117,2.125,0.694728081
202664,2,1,26,2,R,2,1,1,1,2,2,2,3,1,1,3,2,1,2,3,1,1,1,1,2,1,2,2,1,1, , , , ,1,1,1,1,8, ,4,5, ,15, ,50,25, ,4,1,1,4,4,1,4,4,2,4,2,1,2,3,3,3,4,4, ,4,4,2,2,2,2,4, ,1,1,2,2,8,8, ,3,2,1,3,2, , , ,3,4,50,2, , ,5,6,6,6,6,2,2,1,3,2,2,2,3,3,3,2, ,2,3,3,3,62,2,3,6,1,2, ,1,7, , ,1,1,49686,1.625,0.53126265
202668,2,1,13,3,S,2,1,2,1,2,3,2,3,1,1,3,1,1,3,4,1,2,2,2,2,2,2,2,2,2,2, , , ,1,2,2,2, , , , , ,40, ,15, , ,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,4,2, , ,3,1,1,1,1,1, , ,1,8,1,1,1, , ,3,3,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,73,2,5,8,1,2, ,1,NA, , ,1,1,30339,1.375,0.449529935
202671,2,1,4,4,U,1,2,2,5,2,2,2,2,8,2,2,1,2,3,4,1,1,1,2,2,1,2,2,1,1, , , , ,1,1,1,2, , , , , ,998,2,5,0, ,2,1,8,2,4,8,1,4,4,8,4,8,2,2,2,2,2,2, ,2,3,4,4,4,3,4, , ,2,2,5,8,8, ,4,4,2,3,3, , , ,5,1,9998,2, , ,7,5,7,7,7,2,2,2,2,3,2,3,2,3,3,2, ,3,3,3,3,99,1,2,4,3,2, ,1,NA, , ,1,2,85032,2.9375,0.960359406
202679,2,1,28,3,R,2,2,5,3,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,1, , , , ,1,2,1,1,6, ,6,0, ,0, , , , ,1,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,3,3, ,4,1,4,4,4,4,4, , ,2,2,5,2,2, ,4,4,4,4,4, , , , ,2,300,2, , ,5,2,2,1,7,2,1,2,2,3,1,3,1,2,3,3, ,3,3,3,3,52,3,3,3,4,2, ,1,1, , ,2, ,39429,3.9375,1.287290268
202680,2,1,13,3,S,1,2,2,6,2,2,2,1,1,1,4,1,2,2,3,1,1,1,2,2,1,2,2,2,1, , , , ,1,1,1,1,100, ,15,0, ,998,6,50,0, ,4,1,1,1,4,1,1,4,4,1,2,1,2,4,4,1,1,1, ,4,3,4,4,2,2,4, , ,1,1,1,1,1, ,4,2,1,2,2, , , , ,3,9998,2, , ,6,6,6,6,6,2,2,2,2,3,1,2,2,1,1,3, ,1,1,3,3,28,1,1,8,1,2, ,2,3, , ,2, ,30337,4.1875,1.369022983
202685,2,1,8,4,S,2,2,1,6,2,3,3,3,1,1,4,1,1,3,4,1,1,1,2,2,2,2,2,1,1, , , , ,1,1,1,1,5, ,3,2, ,2, ,2, , ,4,4,4,4,4,1,4,4,4,1,4,4,3,4,4,4,4,4, ,4,3,1,1,1,1,1, , ,8,2,2,2,5, ,2,2,2,2,4, , , ,5,5,300,2, , ,6,7,7,7,5,2,2,2,3,2,2,3,2,2,3,1, ,3,3,2,3,23,2,1,6,4,2, ,1,NA, , ,1,2,80540,2.65625,0.868410101
202695,2,1,17,2,U,1,1,3,6,2,3,3,1,1,2,3,1,1,2,3,1,1,1,2,2,1,2,2,1,1, , , , ,1,1,1,1,15, ,2,0, ,30, ,10,2, ,1,4,2,4,4,2,4,4,4,1,4,1,1,1,4,1,3,1, ,1,4,1,1,1,1,1, , ,1,1,1,1,8, ,2,2,1,2,3, , , ,4,3,300,2, , ,4,3,3,3,7,1,2,1,1,2,2,2,2,2,3,2, ,1,3,3,3,29,1,2,8,2,2, ,1,2, , ,2, ,60609,3.625,1.185124374
202701,2,1,21,3,R,2,1,1,3,1,3,3,2,1,1,3,2,1,3,3,1,1,1,2,2,1,2,2,2,1, , , , ,1,1,1,1,5, ,3,1, ,10, ,5,2, ,4,4,4,4,4,4,4,4,2,1,4,4,2,2,4,1,4,2, ,4,3,2,2,2,2,2, , ,1,1,1,1,1, ,4,4,4,4,4, , , , ,2,250,2, , ,5,2,6,6,5,1,1,1,2,2,2,1,1,1,1,3,1,3,3,3,1,46,1,5,6,1,2, ,1,5, , ,1,2,41501,1,0.326930862
202703,2,1,48,3,R,1,1,5,3,1,2,1,2,1,1,4,1,1,4,2,1,1,1,2,2,1,2,2,1,1, , , , ,1,1,1,1,256, ,7,0, ,2, ,2,3, ,4,1,2,1,4,1,4,3,4,4,2,1,8,4,4,4,8,4, ,4,2,2,2,2,4,2, , ,3,2,5,8,8, ,4,3,4,4,4, , , ,2,1,356,2, , ,6,5,5,5,1,2,3,1,3,3,2,2,2,1,3,3,1,3,3,3,3,35,1,5,3,5,2, ,1,1, , ,2, ,78611,4.46875,1.460972288
202705,2,1,6,4,U,1,1,2,6,2,2,3,1,2,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2, , , ,1,1,1,1,20, ,4,0, ,5, ,2, , ,4,4,4,4,4,2,4,4,4,4,1,2,2,3,4,2,1, ,1,4,4,1,1,1,1, ,1, ,3,1,1,3, ,8,3,4,1,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32,1,2,8,2,2, ,1,3, , ,2, ,92507,2.78125,0.909276459
202713,2,1,47,3,U,1,1,2,6,2,2,2,2,2,2,3,3,2,2,2,1,2,1,2,2,1,2,2,2,1, , , , ,2,2,2,1,2, ,1,0, ,0, , ,1, ,1,1,4,4,4,4,4,4,4,4,4,8,4,4,4,4,4,4, ,4,2,3,4,4,4,4, , ,8,8,2,8,8, ,4,4,4,4,4, , , , ,2,40,2, , ,7,4,7,7,7,2,2,2,2,2,2,2,2,8,3,3, ,3,3,3,3,28,1,1,3,1,2, ,1,3, , ,1,1,37221,1.90625,0.623211955
202724,2,1,26,2,R,1,1,5,3,2,3,2,4,2,2,4,1,2,2,2,2,2, ,2, , , , , , , , , , ,2,2,2,2, , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,4, , , ,8,4,8,4,2, , , ,1,8,5,8, , ,4,4,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,80,1,5,4,6,8, ,1,3, , ,2, ,49423,2.84375,0.929709638
202725,2,1,18,2,U,2,2,3,1,1,2,2,1,2,2,3,2,1,2,3,1,1,1,2,2,1,2,1,1,1, , , , ,1,1,1,1,25, ,5,1, ,100, ,50,2, ,4,4,4,4,4,1,4,4,4,1,2,1,2,3,4,2,4,4, ,4,3,2,2,2,2,2, ,8,8,8,8,8,8, ,4,2,1,2,2, , ,6,4,2,200,2, , ,7,2,4,4,6,2,1,3,2,2,3,3,3,1,3,2,2,1,3,3,3,48,2,4,5,1,1,3,1,8, , ,1,2,46825,2.90625,0.950142817
202738,2,1,42,1,U,2,2,3,6,2,3,2,2,3,2,2,1,2,2,3,1,1,1,2,2,1,1,1,1,1, , , , ,1,2,1,1,3, ,2,0, ,1, ,1,1, ,1,4,4,4,4,1,4,4,2,2,2,1,2,2,3,3,3,3, ,1,2,2,1,4,2,4, , ,4,2,2,3,2, ,2,1,1,3,3, ,2,6,6,1,300,2, , ,6,4,6,6,2,1,1,1,2,1,1,1,1,2,2,1, ,2,2,2,3,22,4,3,3,7,2, ,3,2, , ,1,2,19120,5.875,1.920718812
202739,2,1,4,4,S,1,2,2,1,2,3,3,2,1,1,4,2,1,2,4,1,1,1,1,2,1,2,2,2,1, , , , ,1,1,1,1,20, ,5,1, ,5, ,5,1, ,1,4,1,4,4,1,4,1,2,1,1,4,2,3,4,2,1,1, ,2,3,3,3,2,2,3, ,1,1,1,1,1,1, ,2,2,1,2,1, , , , ,2,200,2, , ,5,2,3,3,4,2,1,1,2,1,2,2,3,2,3,3, ,3,3,3,3,25,1,2,6,1,2, ,1,6, , ,2, ,85308,4.625,1.512055235
202744,2,1,37,3,U,2,2,3,6,2,2,3,1,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,2,1, , , , ,1,1,1,1,200, ,2,1, ,5, ,1,2, ,1,1,4,4,4,1,4,4,4,2,1,1,3,2,4,3,4,4, ,4,2,3,4,1,4,4, , ,2,2,4,2,2, ,3,3,3,3,3, ,1,6, ,6,400,2, , ,4,2,7,7,7,3,3,1,1,3,1,2,2,3,3,3, ,3,3,3,3,20,2,1,4,2,1,1,1,4, , ,2, ,27713,6.375,2.084184243
202757,2,1,6,4,U,1,1,3,1,2,3,3,3,2,2,3,2,1,3,4,1,1,1,2,2,2,2,2,2,1, , , , ,1,1,1,1,10, ,2,0, ,1, ,3, , ,1,4,4,4,4,1,1,4,1,1,2,4,3,3,4,3,3,4, ,3,2,3,4,3,3,4, ,2,2,2,2,2,2, ,4,3,3,3,3, , , , ,2,40,2, , ,6,6,6,6,6,3,2,3,2,3,3,3,3,2,3,3, ,3,3,3,3,52,3,5,4,3,2, ,1,9, , ,1,2,92243,2.71875,0.88884328
202762,2,1,6,4,S,1,1,3,2,2,3,3,3,1,1,3,1,1,4,4,1,1,1,1,2,1,1,2,2,2,1,2, , ,1,1,1,1,100, ,7,3, ,100, ,10,5, ,4,1,4,1,4,1,4,1,4,1,1,1,2,2,2,1,2, , ,2,3,3,2,2,2, , ,1,2,2,2,8, , ,3,1,1,2,3, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33,4,2,6,1,1,1,6,8, , ,1,2,92555,1.4375,0.469963114
202764,2,1,28,3,R,1,2,2,6,1,2,1,2,2,2,2,2,2,2,1,2,2, ,2, , , , , , , , , , ,2,2,2,2, , , , , , , , , , ,4,1,4,4,1,1,1,1,1,4,4,1,1,1,4,4,9, , , ,1,1,1,1,1, , , ,2,2,8,4, , ,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55,2,2,2,6,1,1,2,1, , ,1,3,38948,2.125,0.694728081
202774,2,1,48,3,U,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1, , , , ,1,1,1,1,100, ,20,10, ,6, ,5, , ,4,4,4,4,4,2,4,4,4,2,1,4,2,3,4,2,2,4,4,2,4,2,2,2,2,2,2,3,8,8,1,8,3,3,3,3,1,3,2,1, , , ,1,30,2, , ,7,4,4,4,4,3,2,1,3,2,3,3,3,1,1,1,1,1,1,1,1,30,2,3,3,1,1,3,6,9, , ,2, ,76140,3.9375,1.287290268
202776,2,1,6,4,S,2,2,3,3,2,3,3,3,1,1,3,1,1,2,3,1,1,1,1,2,2,2,1,2,1, , , , ,1,1,1,1,10, ,2,1, ,100, ,20, , ,4,4,4,4,4,4,4,4,4,4,1,4,2,3,4,3,4,4, ,4,4,2,2,2,2,4, , ,1,1,8,8,8, ,1,1,1,1,2, , ,6, ,6,25,2, , ,7,6,7,7,7,3,2,3,2,3,3,3,3,3,1,1, ,3,3,3,3,60,2,5,3,1,2, ,1,8, , ,2, ,92692,6.40625,2.094400832
202783,2,1,56,4,U,2,1,3,2,2,1,1,1,1,1,4,2,2,1,2,1,1,2,2,2,1,2,2,8,1, , , , ,1,2,1,1,100, ,5,3, ,0, , ,7, ,2,1,1,1,1,1,1,1,2,4,1,1,1,2,4,3,4,3, ,1,4,1,1,1,1,1, ,2,2,1,2,8,2, ,2,2,1,1,2, , , , ,1,700,2, , ,3,1,2,1,3,1,1,2,1,2,2,1,1,2,1,1, ,1,3,1,3,20,1,5,3,1,1,1,1,5, , ,1,1,82601,1,0.326930862
202788,2,1,42,1,S,1,2,4,1,1,4,8,1,1,4,4,1,1,4,3,1,1,1,2,2,2,2,2,2,1, , , , ,1,1,1,1,5, ,3,1, ,30, ,2, , ,4,4,4,4,1,4,4,4,4,1,1,4,1,2,4,2,2,4, ,4,3,4,2,2,3,4, ,3,3,3,3,3,3, ,4,4,4,3,4, , , , ,5,20,2, , ,6,6,7,7,6,3,2,3,3,3,3,3,3,1,3,3,1,3,3,3,3,42,3,2,5,1,2, ,2,5, , ,1,1,19050,5.9375,1.941151991
