psraid,sample,lang,state,cregion,usr,form,sex,q1,marital,par,q2a,q2b,q2c,q2d,q2e,q2f,q2g,q2h,q2i,q2j,eminuse,intmob,home3nw,q3,act112,act107,act124,act125,act136,act135,fb1,fb2,fb3,ql1,smart1,cell1a,cell1b,cell1c,txtavg1,txtavg2,txtavg3,txtavg4,txtavg5,emlavg1,emlavg2,emlavg3,picavg1,picavg2,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q4h,q4i,q4j,q4k,q4l,q5,q6,q7a,q7b,q7c,q7d,q7e,q7f,q8,q9a,q9b,q9c,q9d,q9e,q9f,q10a,q10b,q10c,q10d,q10e,q10f,q10g,q11a,q11b,q11c,q11d,q11e,sns2a,sns2b,sns2c,sns2d,sns2e,fb4,fb5,fb6,fb7,fb8a,fb8b,fb8c,fb8d,fb8e,fb9a,fb9b,fb9c,fb9d,fb9e,fb9f,fb9g,fb9h,fb10a,fb10b,fb10c,fb10d,fb10e,fb10f,fb10g,fb10h,age,hh1,live2,educ2,emplnw,hisp,birth_hisp,race,inc,ql1a,ql2hh,qc1,qc2hh,zipcode,weight,standwt
100803,1,1,53,4,R,2,2,2,5,2,3,2,3,1,2,3,1,2,3,3,2,2, ,1, , , , , , , , , ,1,2,2,2,2, , , , , , , , , , ,4,1,1,4,4,4,4,4,4,4,4,2,3,3,3,3,4, , , ,8,8,8,3,8, , , ,8,8,5,8, , ,3,2,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,87,1,5,3,3,2, ,1,NA, ,2, , ,98382,1.09375,0.35758063
100816,1,1,6,4,U,1,1,2,6,2,2,3,2,1,2,3,1,1,3,3,2,2, ,1, , , , , , , , , ,2, , , , , , , , , , , , , , ,1,4,4,4,4,2,4,4,4,4,4,4,3,3,3,1,3, , , ,2,2,9,2,2, , , ,2,2,5,2, , ,4,3,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,67,1,5,6,3,2, ,1,7,2, , , ,92154,1.25,0.408663577
100820,1,1,1,3,S,2,1,1,1,2,4,4,4,1,1,4,1,1,4,4,2,1,2,1,2,1,1,2,2,1, , , ,1,8,2,2,2, , , , , ,0, , ,1, ,2,1,4,4,4,4,4,4,1,2,1,4,3,3,2,1,4,3, ,4,8,3,8,3,2,4, ,1,4,4,5,4,4, ,4,4,2,1,2, ,6, , ,2,12,2, , ,7,2,7,2,2,2,2,1,3,1,1,2,1,3,3,3, ,3,3,3,3,78,2,5,4,3,2, ,1,4, ,3, , ,36695,1.46875,0.480179703
100822,1,1,27,2,S,2,1,3,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1, , , ,1,1,1,1,2, , , , , ,4, ,3, , ,4,4,4,4,4,1,4,4,4,1,4,4,1,1,1,1,1,1, ,1,3,1,1,1,1,1, , ,4,2,4,3,3, ,2,4,2,2,2, , , , ,2,1000,2, , ,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1, ,3,1,3,3,59,1,2,3,6,2, ,1,1, ,2, , ,55428,2.46875,0.807110565
100842,1,1,27,2,R,2,2,2,2,2,2,2,2,1,1,4,1,1,4,4,1,1,1,1,2,1,2,2,2,1, , , ,1,1,1,1,1,5, ,2,0, ,5, ,10,1, ,1,4,4,1,4,4,4,4,4,2,1,1,4,2,4,2,4,4, ,4,2,2,4,2,2,4, ,1,8,8,8,8,8, ,4,4,2,4,4, , , , ,2,50,2, , ,5,2,4,4,6,2,1,1,2,3,3,3,3,1,3,1, ,2,3,3,3,50,3,2,6,1,2, ,1,7, ,1, , ,56601,2.03125,0.664078313
100845,1,1,27,2,S,1,1,4,3,2,2,2,3,2,2,2,1,2,3,3,2,2, ,1, , , , , , , , , ,2, , , , , , , , , , , , , , ,4,4,4,4,1,4,4,4,4,4,4,4,3,2,4,1,4, , , ,2,2,9,2,2, , , ,3,3,9,3, , ,4,4,2,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55,1,4,6,3,2, ,1,4,2, , , ,55433,1.8125,0.592562187
100860,1,1,46,2,S,2,1,2,1,2,3,4,3,1,1,4,1,1,3,4,1,1,1,2,2,2,2,2,1,1, , , ,1,1,1,1,1,6, ,2,0, ,24, ,12, , ,4,3,3,2,4,2,4,4,1,1,1,3,4,2,2,1,2,4, ,4,2,2,1,2,1,4, ,2,2,2,2,8,8, ,4,4,3,4,4, , , ,1,2,24,2, , ,7,5,7,7,7,3,3,3,2,3,3,3,3,3,3,3, ,3,3,3,3,61,2,4,3,1,2, ,1,9, ,3, , ,57005,3.21875,1.052308711
100863,1,1,39,2,S,1,1,5,1,1,4,4,4,1,1,4,1,1,4,4,2,2, ,2, , , , , , , , , ,1,2,2,2,1,2, ,0,0, , , , , , ,4,4,2,2,4,1,4,2,4,4,4,1,1,1,2,2,1, , , ,4,1,1,1,1, , ,1,1,1,1,1, , ,4,4,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,60,2,5,4,3,2, ,1,8, ,1, , ,44212,2.375,0.776460796
100865,1,1,37,3,U,2,2,4,2,1,2,2,2,2,2,3,2,3,1,3,1,1,1,1,1,1,1,2,2,1, , , ,1,1,2,1,1,500, ,7,0, ,4, ,0,1, ,1,4,4,1,2,4,4,2,4,2,2,4,4,4,2,1,1,2,4,2,3,4,4,2,2,4,8,2,1,1,3,4,2,5,4,4,2,2,4,6,1, , ,1,200,1,4,8,5,1,4,4,2,2,1,1,1,2,2,1,2,1,3,1,1,2,3,3,2,25,3,2,3,2,2, ,1,1, ,1, , ,27856,4.53125,1.481405467
100875,1,1,29,2,S,2,2,3,5,2,2,3,2,1,2,3,3,1,3,3,1,1,1,2,2,1,2,2,1,1, , , ,1,1,1,1,1,5, ,3,0, ,50, ,50,0, ,1,1,4,1,4,1,1,4,1,1,4,1,1,2,3,1,3,1, ,4,2,4,4,2,2,4, , ,3,3,4,8,4, ,2,2,2,4,3, , , ,1,1,100,2, , ,7,6,7,6,6,2,2,1,2,1,2,2,2,1,1,1, ,1,3,3,3,56,1,5,6,1,2, ,2,7, ,2, , ,63138,1.125,0.367797219
100879,1,1,26,2,R,2,2,2,1,2,2,2,1,1,1,1,1,1,2,4,1,1,1,2,1,2,2,2,2,2,1,2, ,1,2,2,2,1,1, ,1,0, ,0, , , , ,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1, ,3,4,4,2,4,4,2, ,3,4,3,3,3,4, ,5,4,4,4,4,4,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,65,2,2,6,3,2, ,1,4, ,3, , ,48746,1,0.326930862
100882,1,1,42,1,U,2,2,2,1,2,2,3,1,2,2,3,1,2,4,3,1,1,1,2,2,2,2,2,2,1, , , ,1,1,1,1,1,5, ,2,0, ,2, ,2, , ,2,4,4,4,4,4,4,1,4,4,1,4,2,2,4,2,4,4, ,4,3,2,2,2,2,2, ,4,4,3,3,3,3, ,4,4,4,1,2, , , , ,1,20,2, , ,6,1,2,6,6,1,3,1,1,1,1,1,1,1,1,1, ,1,2,2,1,49,3,2,2,1,1,1,1,4, ,2, , ,19135,3.28125,1.07274189
100891,1,1,26,2,S,1,2,3,1,2,2,1,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,1,6,1,2,2,1,1,20, ,5,0, ,2, ,14,0, ,4,4,4,4,4,4,4,4,4,1,4,4,3,2,2,2,2, , ,2,1,2,2,2,2, , ,1,1,1,2,8, , ,3,3,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,48,4,4,4,1,2, ,1,6, ,2, , ,49045,3.59375,1.174907784
100897,1,1,39,2,S,2,2,2,5,2,4,4,3,1,2,4,1,1,4,4,2,2, ,2, , , , , , , , , ,1,2,2,2,2, , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,2,2,3,4,1,4, , , ,9,8,8,4,2, , , ,8,8,5,8, , ,4,4,1,8,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,80,2,4,3,3,2, ,1,NA, ,3, , ,44212,2.4375,0.796893975
100902,1,1,24,3,U,1,1,3,5,2,9,3,2,2,1,3,1,1,1,2,2,2, ,2, , , , , , , , , ,1,2,2,2,2, , , , , , , , , , ,4,4,4,1,4,4,1,4,4,4,4,4,3,1,2,1,3, , , ,2,1,9,1,1, , , ,1,2,5,1, , ,3,2,1,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,77,1,5,8,3,2, ,2,7, ,1, , ,21215,1,0.326930862
100904,1,1,31,2,R,1,2,2,1,2,3,3,3,1,1,3,1,1,3,4,1,2,1,2,2,2,2,2,2,2,2, , ,1,2,2,2,2, , , , , ,0, , , , ,4,4,2,4,4,4,4,4,4,4,4,4,2,4,2,2,4, , ,4,9,4,4,4,4, , ,8,8,5,5,5, , ,3,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,67,2,5,3,2,2, ,1,6, ,3, , ,69339,1.875,0.612995366
100913,1,1,25,1,S,2,1,2,1,1,3,4,2,1,1,4,2,1,3,4,1,1,1,2,2,1,2,2,2,1, , , ,1,1,1,1,1,5, ,50,0, ,20, ,20,100, ,1,4,2,4,4,1,4,4,4,1,1,4,2,4,4,3,4,4, ,2,8,4,4,2,2,4, ,1,1,1,8,1,8, ,4,4,1,2,4, , , , ,4,236,2, , ,6,5,7,5,5,2,2,2,1,3,3,3,3,3,3,3,1,3,3,3,3,34,2,5,5,4,2, ,1,6, ,2, , ,1033,3.84375,1.256640499
100920,1,1,6,4,S,1,1,2,1,1,4,2,3,2,2,2,2,2,4,4,2,2, ,2, , , , , , , , , ,1,2,2,2,2, , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,1,4,2,4,1,2, , , ,4,2,8,1,1, , ,1,1,1,5,5, , ,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,78,2,2,8,3,2, ,1,NA, ,3, , ,95941,1.03125,0.337147451
100922,1,1,45,3,R,1,2,4,5,1,1,1,1,2,3,3,2,2,1,1,1,1,1,1,2,2,2,2,2,1, , , ,1,2,2,2,1,10, ,5,0, ,5, ,5, , ,1,1,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2, ,2,3,2,3,3,2,4, , ,1,1,2,2,1, ,3,3,4,3,2, , , , ,2,50,2, , ,6,1,7,7,6,2,2,2,2,2,2,2,2,2,2,1,1,1,3,2,1,53,2,5,5,1,2, ,1,5, ,2, , ,29702,2.78125,0.909276459
100924,1,2,6,4,U,1,2,3,1,2,3,3,2,1,1,3,1,1,3,3,1,1,1,2,2,2,2,2,2,1, , , ,1,8,2,2,1,6, ,2,0, ,0, , , , ,1,2,1,4,4,4,4,4,4,1,1,4,2,2,1,2,2,3, ,2,3,2,2,4,2,4, ,2,2,2,5,8,3, ,4,4,4,3,2, , , , ,3,10,2, , ,4,3,6,6,7,1,2,1,2,1,1,2,1,3,1,1, ,1,3,2,2,61,3,3,5,4,1,3,1,5, ,2, , ,92707,3.21875,1.052308711
100928,1,1,42,1,S,2,2,2,2,2,3,3,2,1,1,3,1,1,1,4,1,2,1,2,2,1,2,2,2,1, , , ,2, , , , , , , , , ,1, ,5,12, ,4,4,4,2,2,4,4,4,2,4,4,4,4,2,2,1,2,3, ,2,1,2,2,2,2,4, ,1,1,2,2,8,8, ,4,4,3,4,4, , , , ,3,7,2, , ,6,3,6,3,4,3,1,3,3,3,3,3,3,1,1,1, ,3,3,2,2,67,2,5,5,1,2, ,1,5,1,2, , ,15650,3.65625,1.195340963
100941,1,1,45,3,S,2,2,5,5,2,1,2,1,1,3,1,1,3,1,2,1,1,1,2,2,1,2,1,2,1, , , ,1,1,1,1,1,1, ,3,1, ,4, ,4,3, ,1,4,4,2,4,4,4,1,1,1,1,4,1,3,2,3,2,3, ,2,2,2,1,1,1,1, , ,1,1,1,1,1, ,4,1,1,1,1, , ,6, ,1,200,1,5,8,6,3,3,3,6,2,1,1,2,1,3,2,1,1,1,1, ,1,3,3,1,66,1,5,6,3,2, ,1,7, ,2, , ,29372,1,0.326930862
100944,1,1,12,3,S,1,1,2,1,2,4,2,4,1,1,2,1,1,2,4,1,1,1,2,2,2,2,2,1,1, , , ,1,1,1,1,1,5, ,5,3, ,5, ,5, , ,4,4,2,3,4,4,1,1,4,1,2,1,4,1,4,1,3,4, ,3,1,2,2,2,1,2, ,1,1,1,2,2,2, ,2,2,2,2,4, , , ,3,3,350,1,5,5,6,6,6,6,7,2,2,2,2,2,2,2,3,1,1,1, ,1,2,2,2,59,2,3,4,1,2, ,1,8, ,2, , ,33322,2.28125,0.745811028
100946,1,1,20,2,S,2,2,2,1,1,3,4,3,1,1,4,1,1,3,4,1,1,1,2,2,1,2,1,2,2,1,2, ,1,1,1,1,1,5, ,2,0, ,30, ,25,50, ,1,1,1,2,4,2,2,4,2,1,1,1,3,3,4,3,3, , ,4,2,2,2,2,2, , ,2,2,2,2,2, , ,3,3,2,2,2, , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,2,2,6,2,2, ,1,7, ,3, , ,66210,3.125,1.021658943
100949,1,1,27,2,S,1,2,3,6,2,1,1,1,1,2,1,1,2,2,4,1,1,1,1,2,2,2,2,2,2,2, , ,2, , , , , , , , , ,1, ,6, , ,4,4,4,2,4,4,4,4,1,4,1,4,2,3,4,2,4, , ,4,4,2,2,2,2, , , ,8,8,5,8, , ,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,69,1,4,6,3,2, ,1,2,2, , , ,55304,1.375,0.449529935
100970,1,1,12,3,S,2,1,3,5,2,2,2,2,1,1,2,1,1,2,3,2,2, ,2, , , , , , , , , ,1,2,2,2,2, , , , , , , , , , ,1,4,4,4,4,4,4,4,4,4,4,2,2,2,3,1,1, , , ,2,3,2,1,2, , , ,3,8,8,8, , ,2,1,1,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,90,2,5,2,3,2, ,1,5, ,2, , ,34606,2.53125,0.827543744
100972,1,1,12,3,S,1,1,1,1,1,4,2,3,1,1,2,1,1,2,3,1,1,1,2,2,1,2,2,1,2,1,2, ,1,1,1,1,1,5, ,1,0, ,100, ,8,2, ,2,1,4,4,4,4,4,4,4,2,4,4,4,4,4,1,4, , ,4,1,4,4,4,4, , ,1,8,8,8,8, , ,4,2,4,3,2, , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , ,40,2,2,8,1,1,3,1,9, ,2, , ,33602,2.0625,0.674294902
100975,1,1,23,1,R,1,1,1,1,2,4,4,4,1,1,4,1,1,4,4,1,1,1,1,2,2,2,2,2,2,1,2, ,2, , , , , , , , , ,3, ,2, , ,1,1,1,1,2,1,1,4,1,1,1,1,2,2,1,1,2, , ,4,1,1,1,1,1, , ,2,2,1,5,1, , ,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,56,2,5,6,3,2, ,1,5,1,3, , ,4346,3.3125,1.082958479
100992,1,1,17,2,R,2,2,2,1,2,4,3,2,1,1,4,1,1,3,4,1,1,1,1,2,2,2,2,2,2,1,1,6,1,1,1,1,1,40, ,6,0, ,50, ,20, , ,4,4,2,2,4,2,4,4,4,1,1,4,3,2,4,1,4, , ,1,3,3,2,2,2, , ,1,8,2,8,8, , ,1,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,54,2,5,8,1,2, ,1,9, ,2, , ,62859,1.5,0.490396292
100996,1,1,5,3,R,1,1,4,1,1,2,4,2,4,1,4,1,1,4,4,1,1,1,2,2,1,2,2,1,1, , , ,1,1,1,1,1,10, ,3,1, ,60, ,50,3, ,4,1,4,2,4,2,4,4,4,4,4,1,2,2,4,2,3,3, ,2,4,1,1,1,1,2, ,1,2,1,1,1,2, ,4,2,1,2,2, , , ,4,1,100,2, , ,5,2,4,4,7,1,1,2,1,2,2,3,1,3,3,2,2,3,3,3,3,40,2,3,3,1,2, ,1,7, ,1, , ,72687,2.8125,0.919493048
100999,1,1,29,2,S,1,2,4,3,2,3,2,4,1,2,3,1,1,4,4,2,1,2,2,2,2,2,2,2,2,2, , ,1,2,2,2,1,0, ,0,0, ,0, , , , ,4,4,4,4,4,4,4,4,4,4,4,1,2,3,4,2,2, , ,4,3,1,1,1,1, , , ,1,3,8,8, , ,3,4,4,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,56,1,4,3,3,2, ,1,2, ,3, , ,63021,2.78125,0.909276459
101001,1,1,46,2,U,2,2,3,5,2,2,4,4,1,1,4,1,1,4,4,1,2,1,2,2,2,2,1,2,2,2, , ,1,2,2,2,1,6, ,2,0, ,1, ,1, , ,2,4,4,4,4,1,4,4,4,4,4,2,1,1,3,3,4, , ,1,1,1,2,1,1, , , ,1,2,8,8, , ,4,4,2,1,2, , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,67,1,2,8,2,2, ,1,7, ,2, , ,57103,1,0.326930862
101005,1,1,1,3,R,2,1,2,6,2,2,3,3,3,1,3,2,1,4,3,1,1,1,2,2,2,2,2,2,1, , , ,1,1,2,1,1,5, ,2,0, ,2, ,0, , ,1,4,1,4,4,4,4,4,4,4,1,1,3,4,4,4,4,4, ,4,4,4,4,4,4,4, , ,8,8,8,8,8, ,4,2,2,2,1, , , , ,3,100,2, , ,7,7,5,6,7,1,1,2,1,2,2,2,2,3,3,3, ,3,3,3,3,39,1,5,3,1,2, ,2,5, ,3, , ,36474,1.375,0.449529935
101015,1,1,6,4,U,2,2,2,1,1,2,2,1,1,2,2,2,2,3,2,1,1,1,1,1,2,2,1,1,2,1,2, ,1,1,1,1,1,4, ,3,3, ,25, ,25, , ,4,4,1,4,4,4,4,1,4,1,1,1,4,2,4,1,2, ,4,2,1,3,2,3,2, ,4,1,2,2,5,8, ,5,1,2,4,3,1,5, ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,46,4,4,6,4,2, ,1,8, ,2, , ,91344,2.46875,0.807110565
101018,1,1,41,4,S,2,1,1,1,2,3,4,3,1,1,4,1,1,3,4,1,2,1,1,2,2,2,2,2,2,2, , ,1,2,2,2,1,1, ,1,0, ,1, ,2, , ,4,4,4,4,4,4,1,4,4,2,4,4,4,3,3,3,4, , ,4,4,3,4,4,4, , ,2,2,2,2,2, , ,4,4,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,68,2,5,3,3,2, ,1,4, ,3, , ,97402,1.84375,0.602778776
101046,1,1,6,4,S,1,2,3,1,1,3,1,1,2,1,3,3,3,3,3,1,1,1,2,2,1,2,2,1,1, , , ,1,1,1,1,1,20, ,5,10, ,20, ,15,20, ,4,2,1,1,1,1,4,4,4,2,1,2,2,2,4,1,3,4, ,3,8,3,3,1,1,3, ,1,1,1,2,8,1, ,3,1,1,1,1, , , ,3,1,350,2, , ,3,1,1,1,1,2,2,1,1,2,3,2,2,1,3,1,1,3,3,3,3,37,2,2,6,1,2, ,2,8, ,1, , ,92020,2.625,0.858193512
101048,1,1,48,3,S,2,2,3,9,2,3,3,4,1,1,3,2,9,3,3,2,2, ,2, , , , , , , , , ,2, , , , , , , , , , , , , , ,1,4,4,4,4,8,2,2,4,4,4,4,3,3,2,3,3, , , ,9,9,9,9,9, , , ,9,9,5,9, , ,4,9,4,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,98,1,5,6,3,2, ,2,NA,2, , , ,77550,1.3125,0.429096756
101052,1,1,6,4,S,2,1,2,1,2,3,3,3,1,2,3,1,1,2,3,1,1,1,2,2,1,2,2,2,2,1,2, ,1,2,2,2,1,1, ,1,0, ,0, , ,1, ,1,4,2,4,4,2,4,4,1,2,1,4,2,2,3,1,2, , ,4,2,2,8,1,1, , ,1,1,1,5,8, , ,3,3,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63,3,4,8,3,2, ,1,8, ,2, , ,92009,1.8125,0.592562187
101053,1,1,8,4,U,1,2,2,6,2,4,4,4,1,1,4,1,1,4,4,1,2,1,2,2,2,2,1,2,2,2, , ,1,2,2,2,1,0, ,3,0, ,50, ,45, , ,4,4,2,4,4,1,4,4,4,4,4,1,2,2,2,2,2, , ,2,1,1,1,1,1, , , ,2,2,3,4, , ,2,1,1,1,2, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,55,2,4,8,2,2, ,1,7, ,3, , ,80212,1.96875,0.643645134
101057,1,1,53,4,R,1,2,4,6,2,1,1,1,2,3,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2, , ,2, , , , , , , , , ,0, , , , ,1,1,2,2,4,2,1,2,4,2,4,2,1,2,3,1,2, , ,4,4,1,4,2,2, , , ,2,2,8,8, , ,3,3,8,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99,1,5,6,4,2, ,1,1,2, , , ,98620,1,0.326930862
101069,1,1,5,3,U,1,1,3,1,1,4,1,4,1,1,4,1,4,4,8,2,1,2,8,2,2,2,2,2,2,2, , ,1,1,2,1,1,3, ,1,1, ,0, , , , ,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,4,4, , ,3,1,1,1,1,1, , ,1,1,8,1,8, , ,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,43,2,3,2,5,2, ,1,NA, ,3, , ,72908,3.125,1.021658943
101076,1,1,48,3,R,2,1,1,1,2,4,4,4,1,1,4,1,1,4,4,1,1,1,1,2,2,2,2,2,2,1,2, ,1,1,1,1,1,5, ,5,1, ,12, ,12, , ,1,4,4,1,4,1,4,4,4,4,1,1,1,1,3,1,4, , ,1,2,2,3,2,1, , ,1,3,2,3,2, , ,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,48,2,3,5,1,2, ,1,7, ,2, , ,78654,2.3125,0.756027618
101078,1,1,48,3,R,2,2,2,1,2,3,3,3,1,1,4,1,1,3,3,2,2, ,1, , , , , , , , , ,1,2,2,2,2, , , , , , , , , , ,1,4,4,4,4,4,4,4,1,4,1,4,4,2,2,2,3, , , ,2,2,2,2,2, , ,1,2,2,5,2, , ,4,4,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,70,2,5,3,3,2, ,1,3, ,3, , ,79257,1.8125,0.592562187
101085,1,1,48,3,S,2,2,3,5,2,4,4,4,1,1,4,1,1,2,4,2,2, ,1, , , , , , , , , ,2, , , , , , , , , , , , , , ,2,2,4,4,4,1,4,1,4,4,4,4,2,1,4,1,2, , , ,1,8,3,1,1, , , ,1,5,8,8, , ,9,4,1,8,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,98,1,4,8,3,2, ,1,NA,2, , , ,76476,1.21875,0.398446988
101097,1,1,17,2,S,2,2,3,1,1,2,4,3,1,1,4,1,1,4,4,1,1,1,2,2,1,2,2,2,1, , , ,1,1,1,1,1,25, ,4,1, ,30, ,25,25, ,4,4,4,4,4,4,4,4,4,1,4,3,3,3,4,3,4,4, ,3,3,1,1,1,1,1, ,1,2,1,1,8,2, ,4,4,2,4,2, , , , ,1,30,2, , ,1,1,1,1,6,1,1,1,3,1,3,3,3,3,3,3,1,1,3,3,3,50,2,3,5,4,2, ,1,NA, ,1, , ,62221,3.4375,1.123824837
101100,1,1,5,3,S,1,1,3,6,2,4,4,4,4,1,4,4,4,4,4,1,2,1,1,2,2,2,2,2,1, , , ,1,1,2,1,1,1, ,1,0, ,0, , , , ,1,1,4,4,4,4,4,4,1,1,4,4,4,3,4,3,3,4, ,3,2,4,4,3,3,4, , ,3,3,3,8,3, ,4,4,4,4,4, , , , ,6,50,2, , ,7,7,7,7,7,3,3,3,2,3,3,3,3,2,3,3, ,3,3,3,3,51,1,3,6,3,2, ,1,5, ,1, , ,72022,1.21875,0.398446988
101101,1,1,22,3,U,2,1,2,6,1,4,4,4,1,1,4,1,1,4,4,1,1,1,2,2,1,1,2,2,1, , , ,1,1,1,1,1,20, ,4,2, ,20, ,10,2, ,4,4,4,1,4,4,4,4,4,4,4,4,2,2,3,1,3,3, ,1,4,2,2,1,1,1, , ,1,1,1,9,2, ,3,2,2,3,3, ,3, , ,1,200,2, , ,5,3,3,3,6,1,1,1,1,2,2,2,2,3,2,3,3,3,3,3,2,23,2,2,4,1,2, ,1,5, ,1, , ,70058,4.0625,1.328156625
101106,1,1,1,3,S,2,2,2,1,1,3,3,3,3,2,2,2,2,3,3,1,1,1,1,2,2,1,2,2,2,2, , ,1,1,1,1,1,3, ,2,0, ,10, ,4,4, ,1,2,3,4,4,1,4,1,1,4,2,2,2,3,4,3,3, , ,4,3,4,3,3,2, , ,2,2,2,8,2, , ,3,3,2,3,3, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33,2,3,5,4,2, ,1,3, ,2, , ,36575,4.5,1.471188877
101109,1,1,28,3,R,1,1,4,3,2,1,2,2,2,2,3,2,2,1,4,1,2,1,2,2,2,2,2,2,1, , , ,2, , , , , , , , , ,0, , , , ,2,4,4,1,4,1,4,4,1,4,2,4,3,3,3,3,4,4, ,3,1,2,9,3,2,9, , ,2,2,5,8,9, ,3,3,3,3,3, , , , ,4,15,2, , ,7,7,7,7,7,3,3,2,2,2,3,3,2,3,3,3, ,3,3,3,3,65,2,2,5,3,2, ,2,2,1,1, , ,38762,2.3125,0.756027618
101124,1,1,5,3,S,2,2,5,5,1,1,2,1,2,4,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1, , , ,1,8,2,1,1,100, ,4,2, ,0, , , , ,1,2,1,4,1,4,1,4,1,4,1,1,4,4,4,4,4,4, ,4,8,2,3,2,2,2, , ,3,2,5,8,3, ,2,2,2,2,2, , , , ,2,137,1,5,5,5,2,2,2,1,3,3,2,3,3,3,3,3,3,1,2,2,2,3,3,3,49,2,2,3,4,2, ,1,2, ,2, , ,71854,2.28125,0.745811028
101126,1,1,48,3,U,2,2,2,5,2,3,4,4,1,1,4,1,8,4,4,2,2, ,1, , , , , , , , , ,2, , , , , , , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,2,4, , , ,9,4,4,4,4, , , ,8,8,5,8, , ,4,8,2,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,75,2,5,8,3,2, ,2,NA,2, , , ,75702,2.46875,0.807110565
101136,1,1,6,4,U,2,1,3,1,2,3,3,1,1,2,1,2,1,2,4,1,2,1,2,2,2,2,2,2,1, , , ,2, , , , , , , , , ,997, , , , ,1,2,2,2,4,2,4,4,1,4,4,2,4,3,3,2,4,4, ,4,3,4,4,2,2,3, ,1,1,3,1,8,8, ,4,2,2,4,2, , , , ,6,6,2, , ,6,6,7,7,7,3,3,3,3,3,3,3,3,3,3,3, ,3,3,3,3,77,2,5,4,3,2, ,1,3,1,1, , ,93257,2.25,0.735594439
101139,1,1,26,2,S,1,2,4,1,2,3,4,4,1,1,4,1,2,1,4,1,2,1,2,2,2,2,2,2,2,2, , ,1,2,2,2,2, , , , , ,0, , , , ,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,1,4, , ,4,3,2,8,2,2, , ,1,1,1,5,5, , ,3,2,1,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,80,1,4,5,3,2, ,1,NA, ,3, , ,49071,1,0.326930862
101140,1,1,39,2,R,1,1,5,3,2,3,3,3,1,1,3,1,1,3,3,1,2,1,1,2,2,2,2,2,1, , , ,2, , , , , , , , , ,50, ,5, , ,1,4,1,1,1,2,4,4,1,4,4,4,2,3,2,2,2,4, ,2,4,1,1,1,1,2, , ,1,2,2,2,2, ,1,1,1,2,2, , , , ,4,10,2, , ,7,2,6,2,2,1,1,1,1,1,2,2,1,2,1,1, ,3,2,1,1,56,1,2,6,6,2, ,1,2,2, , , ,44663,1.6875,0.551695829
